miRNA_fam	Total_Count	Total_Percentage	Manakov2022.tsv_Count	Manakov2022.tsv_Percentage	Hejret2023.tsv_Count	Hejret2023.tsv_Percentage	Klimentova2022.tsv_Count	Klimentova2022.tsv_Percentage
miR-7976	15	0.0010415726358037121	15	0.0010477047931097346	0	0.0	0	0.0
miR-3663-3p	15	0.0010415726358037121	15	0.0010477047931097346	0	0.0	0	0.0
miR-3659	15	0.0010415726358037121	14	0.000977857806902419	1	0.013871549452073797	0	0.0
mir-642	15	0.0010415726358037121	14	0.000977857806902419	1	0.013871549452073797	0	0.0
mir-1284	15	0.0010415726358037121	14	0.000977857806902419	1	0.013871549452073797	0	0.0
mir-3180	15	0.0010415726358037121	13	0.0009080108206951031	2	0.027743098904147594	0	0.0
mir-3145	14	0.0009721344600834647	6	0.00041908191724389376	8	0.11097239561659038	0	0.0
mir-499	14	0.0009721344600834647	14	0.000977857806902419	0	0.0	0	0.0
miR-6876-5p	14	0.0009721344600834647	12	0.0008381638344877875	2	0.027743098904147594	0	0.0
miR-6894-3p	14	0.0009721344600834647	14	0.000977857806902419	0	0.0	0	0.0
mir-616	14	0.0009721344600834647	13	0.0009080108206951031	1	0.013871549452073797	0	0.0
mir-224	14	0.0009721344600834647	10	0.0006984698620731563	3	0.04161464835622139	1	0.08196721311475409
miR-10395-5p	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
mir-4446	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
miR-6893-3p	13	0.0009026962843632173	12	0.0008381638344877875	1	0.013871549452073797	0	0.0
miR-4517	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
mir-1252	13	0.0009026962843632173	7	0.0004889289034512095	6	0.08322929671244278	0	0.0
mir-3661	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
miR-585-3p	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
mir-4449	13	0.0009026962843632173	7	0.0004889289034512095	4	0.05548619780829519	2	0.16393442622950818
mir-3605	13	0.0009026962843632173	12	0.0008381638344877875	1	0.013871549452073797	0	0.0
miR-2467-5p	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
mir-665	13	0.0009026962843632173	12	0.0008381638344877875	1	0.013871549452073797	0	0.0
miR-6871-3p	13	0.0009026962843632173	12	0.0008381638344877875	1	0.013871549452073797	0	0.0
miR-4778-5p	13	0.0009026962843632173	12	0.0008381638344877875	1	0.013871549452073797	0	0.0
mir-592	13	0.0009026962843632173	13	0.0009080108206951031	0	0.0	0	0.0
mir-651	13	0.0009026962843632173	10	0.0006984698620731563	3	0.04161464835622139	0	0.0
mir-1	13	0.0009026962843632173	11	0.0007683168482804719	2	0.027743098904147594	0	0.0
miR-3658	12	0.0008332581086429698	9	0.0006286228758658407	3	0.04161464835622139	0	0.0
miR-6816-3p	12	0.0008332581086429698	10	0.0006984698620731563	1	0.013871549452073797	1	0.08196721311475409
mir-632	12	0.0008332581086429698	11	0.0007683168482804719	1	0.013871549452073797	0	0.0
miR-5581-3p	12	0.0008332581086429698	12	0.0008381638344877875	0	0.0	0	0.0
miR-4500	12	0.0008332581086429698	11	0.0007683168482804719	1	0.013871549452073797	0	0.0
mir-3149	12	0.0008332581086429698	8	0.0005587758896585251	3	0.04161464835622139	1	0.08196721311475409
mir-675	12	0.0008332581086429698	11	0.0007683168482804719	1	0.013871549452073797	0	0.0
mir-939	12	0.0008332581086429698	12	0.0008381638344877875	0	0.0	0	0.0
miR-4746-5p	12	0.0008332581086429698	11	0.0007683168482804719	1	0.013871549452073797	0	0.0
mir-743	12	0.0008332581086429698	9	0.0006286228758658407	3	0.04161464835622139	0	0.0
miR-5684	12	0.0008332581086429698	2	0.00013969397241463127	10	0.13871549452073798	0	0.0
miR-6830-3p	12	0.0008332581086429698	2	0.00013969397241463127	0	0.0	10	0.819672131147541
mir-1236	12	0.0008332581086429698	6	0.00041908191724389376	6	0.08322929671244278	0	0.0
mir-891	12	0.0008332581086429698	12	0.0008381638344877875	0	0.0	0	0.0
mir-1233	12	0.0008332581086429698	10	0.0006984698620731563	2	0.027743098904147594	0	0.0
miR-548o-3p	12	0.0008332581086429698	12	0.0008381638344877875	0	0.0	0	0.0
miR-3654	11	0.0007638199329227223	11	0.0007683168482804719	0	0.0	0	0.0
miR-4521	11	0.0007638199329227223	1	6.984698620731564e-05	10	0.13871549452073798	0	0.0
miR-4254	11	0.0007638199329227223	11	0.0007683168482804719	0	0.0	0	0.0
miR-7112-3p	11	0.0007638199329227223	9	0.0006286228758658407	2	0.027743098904147594	0	0.0
miR-5008-5p	11	0.0007638199329227223	10	0.0006984698620731563	1	0.013871549452073797	0	0.0
miR-196a-1-3p	11	0.0007638199329227223	11	0.0007683168482804719	0	0.0	0	0.0
miR-6833-3p	11	0.0007638199329227223	7	0.0004889289034512095	2	0.027743098904147594	2	0.16393442622950818
mir-4766	11	0.0007638199329227223	11	0.0007683168482804719	0	0.0	0	0.0
mir-653	11	0.0007638199329227223	11	0.0007683168482804719	0	0.0	0	0.0
miR-7113-5p	11	0.0007638199329227223	9	0.0006286228758658407	1	0.013871549452073797	1	0.08196721311475409
mir-4444	11	0.0007638199329227223	10	0.0006984698620731563	1	0.013871549452073797	0	0.0
miR-6735-5p	11	0.0007638199329227223	10	0.0006984698620731563	1	0.013871549452073797	0	0.0
miR-7111-5p	11	0.0007638199329227223	9	0.0006286228758658407	2	0.027743098904147594	0	0.0
miR-4747-3p	11	0.0007638199329227223	10	0.0006984698620731563	1	0.013871549452073797	0	0.0
miR-6758-5p	11	0.0007638199329227223	10	0.0006984698620731563	1	0.013871549452073797	0	0.0
miR-4787-3p	11	0.0007638199329227223	10	0.0006984698620731563	1	0.013871549452073797	0	0.0
mir-767	11	0.0007638199329227223	11	0.0007683168482804719	0	0.0	0	0.0
miR-4652-3p	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
miR-4720-3p	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
mir-4716	10	0.0006943817572024748	8	0.0005587758896585251	2	0.027743098904147594	0	0.0
mir-203	10	0.0006943817572024748	5	0.00034923493103657815	4	0.05548619780829519	1	0.08196721311475409
mir-3192	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
mir-3943	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
mir-6827	10	0.0006943817572024748	7	0.0004889289034512095	3	0.04161464835622139	0	0.0
mir-214	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
miR-4685-3p	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
miR-2276-3p	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
miR-10399-3p	10	0.0006943817572024748	8	0.0005587758896585251	2	0.027743098904147594	0	0.0
miR-6856-5p	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
miR-6783-3p	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
miR-4747-5p	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
mir-3648	10	0.0006943817572024748	7	0.0004889289034512095	3	0.04161464835622139	0	0.0
miR-6885-3p	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
mir-1286	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
miR-6720-3p	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
mir-580	10	0.0006943817572024748	7	0.0004889289034512095	3	0.04161464835622139	0	0.0
miR-5047	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
mir-145	10	0.0006943817572024748	7	0.0004889289034512095	3	0.04161464835622139	0	0.0
miR-4749-5p	10	0.0006943817572024748	8	0.0005587758896585251	2	0.027743098904147594	0	0.0
miR-4325	10	0.0006943817572024748	10	0.0006984698620731563	0	0.0	0	0.0
mir-887	10	0.0006943817572024748	9	0.0006286228758658407	1	0.013871549452073797	0	0.0
mir-3188	9	0.0006249435814822273	7	0.0004889289034512095	2	0.027743098904147594	0	0.0
miR-6515-5p	9	0.0006249435814822273	8	0.0005587758896585251	1	0.013871549452073797	0	0.0
miR-6769a-5p	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-3125	9	0.0006249435814822273	7	0.0004889289034512095	2	0.027743098904147594	0	0.0
miR-5703	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-6721-5p	9	0.0006249435814822273	7	0.0004889289034512095	2	0.027743098904147594	0	0.0
miR-3616-3p	9	0.0006249435814822273	8	0.0005587758896585251	1	0.013871549452073797	0	0.0
miR-4730	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-6879-3p	9	0.0006249435814822273	8	0.0005587758896585251	1	0.013871549452073797	0	0.0
miR-5587-5p	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-4800-5p	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-7111-3p	9	0.0006249435814822273	0	0.0	9	0.12484394506866417	0	0.0
mir-302	9	0.0006249435814822273	4	0.00027938794482926254	5	0.06935774726036899	0	0.0
mir-1290	9	0.0006249435814822273	1	6.984698620731564e-05	8	0.11097239561659038	0	0.0
miR-4647	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
mir-3934	9	0.0006249435814822273	8	0.0005587758896585251	0	0.0	1	0.08196721311475409
miR-6815-5p	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-4512	9	0.0006249435814822273	9	0.0006286228758658407	0	0.0	0	0.0
miR-5579-5p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-5586-5p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
mir-4738	8	0.0005555054057619798	5	0.00034923493103657815	3	0.04161464835622139	0	0.0
miR-6882-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-6748-3p	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-3917	8	0.0005555054057619798	6	0.00041908191724389376	2	0.027743098904147594	0	0.0
miR-4724-5p	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-10226	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-3691-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-4726-5p	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
mir-143	8	0.0005555054057619798	4	0.00027938794482926254	4	0.05548619780829519	0	0.0
mir-3912	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
mir-1468	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-6849-3p	8	0.0005555054057619798	6	0.00041908191724389376	2	0.027743098904147594	0	0.0
miR-6780b-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-6741-3p	8	0.0005555054057619798	7	0.0004889289034512095	0	0.0	1	0.08196721311475409
miR-6857-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
mir-451	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-4783-3p	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-6726-3p	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-3157-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-6840-5p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
mir-3138	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
mir-1182	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-10393-3p	8	0.0005555054057619798	6	0.00041908191724389376	2	0.027743098904147594	0	0.0
miR-4661-5p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-3614-3p	8	0.0005555054057619798	5	0.00034923493103657815	2	0.027743098904147594	1	0.08196721311475409
mir-6505	8	0.0005555054057619798	6	0.00041908191724389376	1	0.013871549452073797	1	0.08196721311475409
miR-4720-5p	8	0.0005555054057619798	6	0.00041908191724389376	2	0.027743098904147594	0	0.0
miR-3164	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-6509-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-4786-5p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
mir-639	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-3194-3p	8	0.0005555054057619798	6	0.00041908191724389376	0	0.0	2	0.16393442622950818
mir-1538	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
miR-4676-3p	8	0.0005555054057619798	7	0.0004889289034512095	1	0.013871549452073797	0	0.0
mir-943	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-6877-5p	8	0.0005555054057619798	8	0.0005587758896585251	0	0.0	0	0.0
miR-3163	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
mir-3160	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-6804-5p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
mir-4659	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
mir-6859	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-4324	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-7109-5p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-3059-5p	7	0.0004860672300417324	4	0.00027938794482926254	3	0.04161464835622139	0	0.0
miR-3916	7	0.0004860672300417324	4	0.00027938794482926254	3	0.04161464835622139	0	0.0
miR-659-3p	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-4737	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-4664-3p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
mir-1288	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-10399-5p	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-4426	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-4761-3p	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
mir-1249	7	0.0004860672300417324	0	0.0	7	0.09710084616451657	0	0.0
mir-5681	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
mir-649	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-4709-3p	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
miR-4655-5p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
mir-1238	7	0.0004860672300417324	3	0.00020954095862194688	1	0.013871549452073797	3	0.24590163934426232
mir-146	7	0.0004860672300417324	2	0.00013969397241463127	5	0.06935774726036899	0	0.0
miR-6847-5p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-5591-3p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
mir-647	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
mir-4662	7	0.0004860672300417324	1	6.984698620731564e-05	6	0.08322929671244278	0	0.0
miR-5587-3p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
mir-1243	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-10394-3p	7	0.0004860672300417324	5	0.00034923493103657815	1	0.013871549452073797	1	0.08196721311475409
miR-5000-5p	7	0.0004860672300417324	7	0.0004889289034512095	0	0.0	0	0.0
miR-6802-3p	7	0.0004860672300417324	5	0.00034923493103657815	2	0.027743098904147594	0	0.0
miR-5683	7	0.0004860672300417324	5	0.00034923493103657815	2	0.027743098904147594	0	0.0
miR-4755-5p	7	0.0004860672300417324	6	0.00041908191724389376	1	0.013871549452073797	0	0.0
mir-631	7	0.0004860672300417324	5	0.00034923493103657815	2	0.027743098904147594	0	0.0
mir-489	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-6759-5p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-3679-3p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-6885-5p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-4723-5p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-6735-3p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
mir-5697	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
miR-5004-3p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
mir-1322	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
mir-493	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-4288	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-6882-5p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-6808-3p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-6076	6	0.0004166290543214849	0	0.0	5	0.06935774726036899	1	0.08196721311475409
miR-5001-5p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
mir-3680	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-6834-5p	6	0.0004166290543214849	2	0.00013969397241463127	4	0.05548619780829519	0	0.0
miR-5586-3p	6	0.0004166290543214849	5	0.00034923493103657815	0	0.0	1	0.08196721311475409
miR-6762-5p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-6889-3p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
mir-593	6	0.0004166290543214849	4	0.00027938794482926254	1	0.013871549452073797	1	0.08196721311475409
miR-12131	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
mir-602	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-6883-3p	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
miR-7161-3p	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
mir-3198	6	0.0004166290543214849	4	0.00027938794482926254	1	0.013871549452073797	1	0.08196721311475409
mir-584	6	0.0004166290543214849	3	0.00020954095862194688	3	0.04161464835622139	0	0.0
miR-6826-5p	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
mir-588	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-5009-5p	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
mir-4667	6	0.0004166290543214849	5	0.00034923493103657815	0	0.0	1	0.08196721311475409
miR-4483	6	0.0004166290543214849	1	6.984698620731564e-05	5	0.06935774726036899	0	0.0
mir-544	6	0.0004166290543214849	2	0.00013969397241463127	4	0.05548619780829519	0	0.0
miR-6878-3p	6	0.0004166290543214849	5	0.00034923493103657815	0	0.0	1	0.08196721311475409
miR-6768-5p	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-4709-5p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
mir-4660	6	0.0004166290543214849	3	0.00020954095862194688	3	0.04161464835622139	0	0.0
miR-5584-5p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-4697-5p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-6758-3p	6	0.0004166290543214849	4	0.00027938794482926254	2	0.027743098904147594	0	0.0
miR-7854-3p	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
mir-1293	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
mir-144	6	0.0004166290543214849	6	0.00041908191724389376	0	0.0	0	0.0
miR-3161	6	0.0004166290543214849	5	0.00034923493103657815	1	0.013871549452073797	0	0.0
miR-6783-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
nle-miR-4714	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4455	5	0.0003471908786012374	0	0.0	4	0.05548619780829519	1	0.08196721311475409
miR-6780a-5p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-3139	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4751	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
mir-4526	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-6865-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-1202	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-6851-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4450	5	0.0003471908786012374	2	0.00013969397241463127	3	0.04161464835622139	0	0.0
miR-4725-5p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-6769a-3p	5	0.0003471908786012374	3	0.00020954095862194688	0	0.0	2	0.16393442622950818
miR-6842-3p	5	0.0003471908786012374	2	0.00013969397241463127	3	0.04161464835622139	0	0.0
miR-6895-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-3116	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
mir-630	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-6871-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-6873-5p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-4690-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-1321	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
miR-4468	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
mir-490	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
miR-6890-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-10400-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-1273c	5	0.0003471908786012374	4	0.00027938794482926254	0	0.0	1	0.08196721311475409
miR-7110-3p	5	0.0003471908786012374	4	0.00027938794482926254	0	0.0	1	0.08196721311475409
mir-4484	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-4746-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-876	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
miR-6809-3p	5	0.0003471908786012374	4	0.00027938794482926254	0	0.0	1	0.08196721311475409
miR-6740-5p	5	0.0003471908786012374	4	0.00027938794482926254	0	0.0	1	0.08196721311475409
miR-6781-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-6825-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-6750-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-3190	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-6506-5p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-7158-5p	5	0.0003471908786012374	1	6.984698620731564e-05	3	0.04161464835622139	1	0.08196721311475409
mir-6862	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
mir-572	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-3677-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-6765-3p	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
miR-6889-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-9900	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-3915	5	0.0003471908786012374	0	0.0	5	0.06935774726036899	0	0.0
miR-4717-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-5580-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-4436	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-3614-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-6837-3p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
ami-miR-217-3p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
mir-3618	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-2467-3p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-6514-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4646-3p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-4502	5	0.0003471908786012374	3	0.00020954095862194688	1	0.013871549452073797	1	0.08196721311475409
miR-3939	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-6770	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
mir-3140	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4700-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4688	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
mir-1225	5	0.0003471908786012374	3	0.00020954095862194688	2	0.027743098904147594	0	0.0
mir-3202	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4731-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-4277	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
miR-5585-5p	5	0.0003471908786012374	5	0.00034923493103657815	0	0.0	0	0.0
mir-657	5	0.0003471908786012374	2	0.00013969397241463127	3	0.04161464835622139	0	0.0
mir-3155	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
miR-5006-3p	5	0.0003471908786012374	4	0.00027938794482926254	1	0.013871549452073797	0	0.0
mir-610	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6818-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-7703	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-612	4	0.0002777527028809899	2	0.00013969397241463127	0	0.0	2	0.16393442622950818
miR-4668-5p	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
miR-4291	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-4652-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-5193	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
