noncodingRNA_fam	Total_Count	Total_Percentage	Manakov22.tsv_Count	Manakov22.tsv_Percentage	Hejret23.tsv_Count	Hejret23.tsv_Percentage	Klimentova22.tsv_Count	Klimentova22.tsv_Percentage
mir-922	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-298	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-584	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-146	3	0.00020880532035956277	2	0.00013969514328880087	1	0.02183882943874208	0	0.0
mir-6770	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-4504	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-1272	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-1289	3	0.00020880532035956277	2	0.00013969514328880087	1	0.02183882943874208	0	0.0
mir-3664	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-1290	3	0.00020880532035956277	1	6.984757164440043e-05	2	0.04367765887748416	0	0.0
mir-4315	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-23c	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-876	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-621	3	0.00020880532035956277	2	0.00013969514328880087	1	0.02183882943874208	0	0.0
mir-490	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-612	3	0.00020880532035956277	2	0.00013969514328880087	0	0.0	1	0.20964360587002098
mir-150	3	0.00020880532035956277	3	0.00020954271493320127	0	0.0	0	0.0
mir-504	3	0.00020880532035956277	2	0.00013969514328880087	1	0.02183882943874208	0	0.0
mir-4703	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-6132	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-564	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-137	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-1258	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-4637	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-1203	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-3617	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-1976	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-3688	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-4798	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-3670	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-623	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-657	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-202	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-1207	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-544	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-562	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-3132	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-3135	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-626	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-3122	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-711	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-873	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-363	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-452	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-3913	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-122	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-3926	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-1179	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-488	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-4654	2	0.00013920354690637518	1	6.984757164440043e-05	1	0.02183882943874208	0	0.0
mir-3938	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-217	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-134	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-920	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-4776	2	0.00013920354690637518	2	0.00013969514328880087	0	0.0	0	0.0
mir-875	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4650	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-718	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3156	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1178	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4477	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3165	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1267	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-924	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3613	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3937	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1912	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-889	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1183	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-7973	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-431	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4743	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-765	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-596	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1181	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-384	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1323	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1251	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-613	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-368	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-646	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1469	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-329	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-601	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-637	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-568	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-563	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-607	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3660	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-581	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-373	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4515	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-670	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-378_2	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-5692	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-6129	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4782	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-567	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-555	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-662	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3121	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-1253	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-569	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-591	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3689	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-802	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-6134	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-3167	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4435	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-635	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-761	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-485	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-4662	1	6.960177345318759e-05	1	6.984757164440043e-05	0	0.0	0	0.0
mir-614	1	6.960177345318759e-05	0	0.0	1	0.02183882943874208	0	0.0
mir-1249	1	6.960177345318759e-05	0	0.0	1	0.02183882943874208	0	0.0
mir-1911	1	6.960177345318759e-05	0	0.0	1	0.02183882943874208	0	0.0
mir-634	1	6.960177345318759e-05	0	0.0	1	0.02183882943874208	0	0.0
mir-379	1	6.960177345318759e-05	0	0.0	1	0.02183882943874208	0	0.0
